cmpdname,drugbank_id,atc_code,atc_label
Acotiamide,DB12482,A03,Drugs for functional gastrointestinal disorders 
Menatetrenone,DB12148,M05,Drugs for treatment of bone diseases 
Isotretinoin,DB00982,D10,Anti-acne preparations 
Isotretinoin,DB00982,D10,Anti-acne preparations 
Misoprostol,DB00929,A02,Drugs for acid related disorders 
Misoprostol,DB00929,G02,Other gynecologicals 
Epoprostenol,DB01240,B01,Antithrombotic agents 
Triprolidine,DB00427,R06,Antihistamines for systemic use 
Fondaparinux,DB00569,B01,Antithrombotic agents 
Pitavastatin,DB08860,C10,Lipid modifying agents 
Cinepazide,DB12123,C04,Peripheral vasodilators 
Ethanolamine Oleate,DB06689,C05,Vasoprotectives 
Homatropine,DB11181,S01,Ophthalmologicals 
Calcifediol,DB00146,H05,Calcium homeostasis 
Calcifediol,DB00146,A11,Vitamins 
Tacalcitol,DB13689,D05,Antipsoriatics 
Codeine,DB00318,R05,Cough and cold preparations 
cyclosporin A,DB00091,L04,Immunosuppressants 
cyclosporin A,DB00091,S01,Ophthalmologicals
Natamycin,DB00826,A01,Stomatological preparations 
Natamycin,DB00826,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Natamycin,DB00826,D01,Antifungals for dermatological use 
Natamycin,DB00826,G01,Gynecological antiinfectives and antiseptics 
Natamycin,DB00826,S01,Ophthalmologicals 
Acetyldigitoxin,DB00511,C01,Cardiac therapy 
Acitretin,DB00459,D05,Antipsoriatics 
Acrivastine,DB09488,R06,Antihistamines for systemic use 
Cefroxadine,DB11367,J01,Antibacterials for systemic use 
Chlormadinone,DB13528,G03,Sex hormones and modulators of the genital system 
Cloprednol,DB13843,H02,Corticosteroids for systemic use 
Dihydrocodeine,DB01551,N02,Analgesics 
Dorzolamide,DB00869,S01,Ophthalmologicals 
trans-Dothiepin,DB09167,N06,Psychoanaleptics 
Erythrityl Tetranitrate,DB01613,C01,Cardiac therapy 
Granisetron,DB00889,A04,Antiemetics and antinauseants 
Hydrocodone,DB00956,R05,Cough and cold preparations 
Hydromorphone,DB00327,N02,Analgesics 
Diodone,DB13568,V08,Contrast media 
Levetiracetam,DB01202,N03,Antiepileptics 
Loracarbef,DB00447,J01,Antibacterials for systemic use 
Meprednisone,DB09383,H02,Corticosteroids for systemic use 
Nabilone,DB00486,A04,Antiemetics and antinauseants 
Nalmefene,DB06230,N07,Other nervous system drugs 
Nalorphine,DB11490,V03,All other therapeutic products 
Naloxone,DB01183,A06,Drugs for constipation 
Naloxone,DB01183,V03,All other therapeutic products 
Normethandrone,DB13533,G03,Sex hormones and modulators of the genital system 
Oxycodone,DB00497,N02,Analgesics 
Oxymorphone,DB01192,N02,Analgesics 
Phytonadione,DB01022,B02,Antihemorrhagics 
Proscillaridin,DB13307,C01,Cardiac therapy 
Sirolimus,DB00877,L01,Antineoplastic agents 
Sirolimus,DB00877,L04,Immunosuppressants 
Sirolimus,DB00877,S01,Ophthalmologicals
Topiramate,DB00273,N03,Antiepileptics 
Trospium,DB00209,G04,Urologicals 
Vinbarbital,DB13377,N05,Psycholeptics 
Calcipotriene,DB02300,D05,Antipsoriatics 
Morphine,DB00295,N02,Analgesics 
Acipimox,DB09055,C10,Lipid modifying agents 
Alclometasone,DB00240,D07,"Corticosteroids, dermatological preparations "
Alclometasone,DB00240,S01,Ophthalmologicals 
Bimatoprost,DB00905,S01,Ophthalmologicals 
Istradefylline,DB11757,N04,Anti-parkinson drugs
Clobetasol,DB11750,D07,"Corticosteroids, dermatological preparations "
Clocortolone,DB00838,D07,"Corticosteroids, dermatological preparations "
Desmopressin,DB00035,H01,Pituitary and hypothalamic hormones and analogues 
Desonide,DB01260,D07,"Corticosteroids, dermatological preparations "
Desonide,DB01260,S01,Ophthalmologicals 
Desoximetasone,DB00547,D07,"Corticosteroids, dermatological preparations "
Desoximetasone,DB00547,D07,"Corticosteroids, dermatological preparations "
Dexmedetomidine,DB00633,N05,Psycholeptics 
Dihydrotachysterol,DB01070,A11,Vitamins 
Fluticasone,DB13867,R03,Drugs for obstructive airway diseases 
Fluticasone,DB13867,D07,"Corticosteroids, dermatological preparations "
Fluticasone,DB13867,R01,Nasal preparations 
Goserelin,DB00014,L02,Endocrine therapy 
Halobetasol,DB00596,D07,"Corticosteroids, dermatological preparations "
Iloprost,DB01088,B01,Antithrombotic agents 
Lacidipine,DB09236,C08,Calcium channel blockers 
Latanoprost,DB00654,S01,Ophthalmologicals 
Unoprostone,DB06826,S01,Ophthalmologicals 
Nalbuphine,DB00844,N02,Analgesics 
Nateglinide,DB00731,A10,Drugs used in diabetes 
Pholcodine,DB09209,R05,Cough and cold preparations 
Rimexolone,DB00896,H02,Corticosteroids for systemic use 
Rimexolone,DB00896,S01,Ophthalmologicals 
Spirapril,DB01348,C09,Agents acting on the renin-angiotensin system 
Stiripentol,DB09118,N03,Antiepileptics 
Vinorelbine,DB00361,L01,Antineoplastic agents 
vitamin B12,DB00115,B03,Antianemic preparations 
Zuclopenthixol,DB01624,N05,Psycholeptics 
Silodosin,DB06207,G04,Urologicals 
Sulprostone,DB12708,G02,Other gynecologicals 
Furazolidone,DB00614,G01,Gynecological antiinfectives and antiseptics 
Fluvoxamine,DB00176,N06,Psychoanaleptics 
Bosutinib,DB06616,L01,Antineoplastic agents 
Sunitinib,DB01268,L01,Antineoplastic agents 
Palbociclib,DB09073,L01,Antineoplastic agents 
Nifuroxazide,DB13855,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Mitoguazone,DB12967,L01,Antineoplastic agents
Romidepsin,DB06176,L01,Antineoplastic agents 
Molsidomine,DB09282,C01,Cardiac therapy 
Oxiconazole,DB00239,D01,Antifungals for dermatological use 
Oxiconazole,DB00239,G01,Gynecological antiinfectives and antiseptics 
Octinoxate,DB09496,D02,Emollients and protectives 
Ethylmorphine,DB01466,R05,Cough and cold preparations 
Ethylmorphine,DB01466,S01,Ophthalmologicals
Bleomycin,DB00290,L01,Antineoplastic agents 
Naltrexone,DB00704,N07,Other nervous system drugs 
Dextromethorphan,DB00514,R05,Cough and cold preparations 
Cefodizime,DB13470,J01,Antibacterials for systemic use 
Cefixime,DB00671,J01,Antibacterials for systemic use 
Delapril,DB13312,C09,Agents acting on the renin-angiotensin system 
Lisinopril,DB00722,C09,Agents acting on the renin-angiotensin system 
Benazepril,DB00542,C09,Agents acting on the renin-angiotensin system 
Ramipril,DB00178,C09,Agents acting on the renin-angiotensin system 
Indinavir,DB00224,J05,Antivirals for systemic use 
Nicomorphine,DB13454,N02,Analgesics 
Zimeldine,DB04832,N06,Psychoanaleptics 
1-(4-(4-Chlorophenyl)-3-phenylbut-2-enyl)pyrrolidine,DB13846,R06,Antihistamines for systemic use 
Strontium Chloride Sr-89,DB09498,V10,Therapeutic radiopharmaceuticals 
Bedaquiline,DB08903,J04,Antimycobacterials 
Enalapril,DB00584,C09,Agents acting on the renin-angiotensin system 
Citomid,DB00541,L01,Antineoplastic agents 
Nitrofurazone,DB00336,B05,Blood substitutes and perfusion solutions 
Nitrofurazone,DB00336,D08,Antiseptics and disinfectants 
Nitrofurazone,DB00336,D09,Medicated dressings 
Nitrofurazone,DB00336,P01,Antiprotozoals 
Nitrofurazone,DB00336,S01,Ophthalmologicals 
Nitrofurazone,DB00336,S02,Otologicals 
Heroin,DB01452,N07,Other nervous system drugs 
Acetyldihydrocodeine,DB01538,R05,Cough and cold preparations 
Imidapril,DB11783,C09,Agents acting on the renin-angiotensin system 
Cefuroxime,DB01112,J01,Antibacterials for systemic use 
Cefuroxime,DB01112,S01,Ophthalmologicals 
Ceftriaxone,DB01212,J01,Antibacterials for systemic use 
Cefepime,DB01413,J01,Antibacterials for systemic use 
Cefpirome,DB13682,J01,Antibacterials for systemic use 
Ceftazidime,DB00438,J01,Antibacterials for systemic use 
Tenofovir Disoproxil,DB00300,J05,Antivirals for systemic use 
Trandolapril,DB00519,C09,Agents acting on the renin-angiotensin system 
Troxerutin,DB13124,C05,Vasoprotectives 
Pregabalin,DB00230,N02,Analgesics 
Cefetamet,DB13504,J01,Antibacterials for systemic use 
Alvimopan,DB06274,A06,Drugs for constipation 
Oxyfedrine,DB13398,C01,Cardiac therapy 
(-)-Cafedrine,DB12926,C01,Cardiac therapy 
Aliskiren,DB09026,C09,Agents acting on the renin-angiotensin system 
Cefotaxime,DB00493,J01,Antibacterials for systemic use 
Etozolin,DB08982,C03,Diuretics 
Picloxydine,DB13607,S01,Ophthalmologicals 
Piprozolin,DB13202,A05,Bile and liver therapy 
Magnesium Citrate,DB11110,A06,Drugs for constipation 
Magnesium Citrate,DB11110,A12,Mineral supplements 
Magnesium Citrate,DB11110,B05,Blood substitutes and perfusion solutions 
Proguanil,DB01131,P01,Antiprotozoals 
Motretinide,DB13368,D10,Anti-acne preparations 
Fazadinium Bromide,DB13745,M03,Muscle relaxants 
Rifamycin,DB11753,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Rifamycin,DB11753,D06,Antibiotics and chemotherapeutics for dermatological use 
Rifamycin,DB11753,J04,Antimycobacterials 
Rifamycin,DB11753,S01,Ophthalmologicals 
Rifamycin,DB11753,S02,Otologicals 
Remikiren,DB00212,C09,Agents acting on the renin-angiotensin system 
Cefpodoxime,DB01416,J01,Antibacterials for systemic use 
Palonosetron,DB00377,A04,Antiemetics and antinauseants 
Cefatrizine,DB13266,J01,Antibacterials for systemic use 
Hexaminolevulinate,DB06261,V04,Diagnostic agents
Imidafenacin,DB09262,G04,Urologicals 
Ferrous Fumarate,DB14491,B03,Antianemic preparations 
Mycostatin,DB00646,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Mycostatin,DB00646,D01,Antifungals for dermatological use 
Mycostatin,DB00646,G01,Gynecological antiinfectives and antiseptics 
Nifuratel,DB13724,G01,Gynecological antiinfectives and antiseptics 
Cinepazet,DB13342,C01,Cardiac therapy 
Cefcapene,DB13461,J01,Antibacterials for systemic use 
Azanidazole,DB13350,G01,Gynecological antiinfectives and antiseptics 
Azanidazole,DB13350,P01,Antiprotozoals 
Rifaximin,DB01220,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Rifaximin,DB01220,D06,Antibiotics and chemotherapeutics for dermatological use 
Spiramycin A,DB06145,J01,Antibacterials for systemic use 
Everolimus,DB01590,L01,Antineoplastic agents 
Everolimus,DB01590,L04,Immunosuppressants 
Nalfurafine,DB13471,V03,All other therapeutic products 
Ixabepilone,DB04845,L01,Antineoplastic agents 
Propenidazole,DB13319,G01,Gynecological antiinfectives and antiseptics 
Propenidazole,DB13319,P01,Antiprotozoals 
Axitinib,DB06626,L01,Antineoplastic agents 
Rilpivirine,DB08864,J05,Antivirals for systemic use 
Ferrous tartrate,DB13639,B03,Antianemic preparations 
Belotecan,DB12459,L01,Antineoplastic agents 
Dirithromycin,DB00954,J01,Antibacterials for systemic use 
Azlocillin,DB01061,J01,Antibacterials for systemic use 
Delamanid,DB11637,J04,Antimycobacterials 
Pimecrolimus,DB00337,D11,Other dermatological preparations 
Ceftizoxime,DB01332,J01,Antibacterials for systemic use 
Carumonam,DB13553,J01,Antibacterials for systemic use 
Nitrofurantoin,DB00698,J01,Antibacterials for systemic use 
Suloctidil,DB13340,C04,Peripheral vasodilators 
Metampicillin,DB13836,J01,Antibacterials for systemic use 
Prednicarbate,DB01130,D07,"Corticosteroids, dermatological preparations "
Nifurtimox,DB11820,P01,Antiprotozoals 
Gadopentetate,DB00789,V08,Contrast media 
Furagin,DB13475,J01,Antibacterials for systemic use 
Dantrolene,DB01219,M03,Muscle relaxants 
Rulide,DB00778,J01,Antibacterials for systemic use 
Cefdinir,DB00535,J01,Antibacterials for systemic use 
Fumagillin,DB02640,P01,Antiprotozoals 
Cisapride,DB00604,A03,Drugs for functional gastrointestinal disorders 
Etonogestrel,DB00294,G03,Sex hormones and modulators of the genital system 
Levomilnacipran,DB08918,N06,Psychoanaleptics 
Artesunate,DB09274,P01,Antiprotozoals 
Vapreotide,DB04894,H01,Pituitary and hypothalamic hormones and analogues 
Cilansetron,DB04885,A03,Drugs for functional gastrointestinal disorders 
Treprostinil,DB00374,B01,Antithrombotic agents 
Ciclesonide,DB01410,R03,Drugs for obstructive airway diseases 
Ciclesonide,DB01410,R01,Nasal preparations 
Icatibant,DB06196,B06,Other hematological agents 
Strontium Ranelate,DB09267,M05,Drugs for treatment of bone diseases 
Vorozole,DB13767,L02,Endocrine therapy 
Dutasteride,DB01126,G04,Urologicals 
Ganaxolone,DB05087,N03,Antiepileptics 
Vilazodone,DB06684,N06,Psychoanaleptics 
Prasugrel,DB06209,B01,Antithrombotic agents 
Retapamulin,DB01256,D06,Antibiotics and chemotherapeutics for dermatological use 
Carisbamate,DB12338,N03,Antiepileptics 
Cotecxin,DB11638,P01,Antiprotozoals 
Isavuconazole,DB11633,J02,Antimycotics for systemic use 
Voclosporin,DB11693,L04,Immunosuppressants 
Ambrisentan,DB06403,C02,Antihypertensives 
Vildagliptin,DB04876,A10,Drugs used in diabetes 
Indacaterol,DB05039,R03,Drugs for obstructive airway diseases 
Fesoterodine,DB06702,G04,Urologicals 
Tibezonium Iodide,DB13702,A01,Stomatological preparations 
Sugammadex,DB06206,V03,All other therapeutic products 
Belinostat,DB05015,L01,Antineoplastic agents 
Ingenol Mebutate,DB05013,D06,Antibiotics and chemotherapeutics for dermatological use 
Panobinostat,DB06603,L01,Antineoplastic agents 
Bentiromide,DB00522,V04,Diagnostic agents 
Acetyl-L-Carnitine,DB08842,N06,Psychoanaleptics 
Anecortave,DB12081,S01,Ophthalmologicals 
Phosphocreatine,DB13191,C01,Cardiac therapy
Chlorhexidine,DB00878,A01,Stomatological preparations 
Chlorhexidine,DB00878,B05,Blood substitutes and perfusion solutions 
Chlorhexidine,DB00878,D08,Antiseptics and disinfectants 
Chlorhexidine,DB00878,D09,Medicated dressings 
Chlorhexidine,DB00878,R02,Throat preparations 
Chlorhexidine,DB00878,S01,Ophthalmologicals 
Chlorhexidine,DB00878,S02,Otologicals 
Chlorhexidine,DB00878,S03,Ophthalmological and otological preparations 
Guanoxabenz,DB13410,C02,Antihypertensives 
Thioacetazone,DB12829,J04,Antimycobacterials 
Esomeprazole,DB00736,A02,Drugs for acid related disorders 
Cefmenoxime,DB00267,J01,Antibacterials for systemic use 
Cefmenoxime,DB00267,S01,Ophthalmologicals 
Cefmenoxime,DB00267,S02,Otologicals 
Nifurzide,DB13325,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Nifurtoinol,DB13730,J01,Antibacterials for systemic use 
Cefozopran,DB13667,J01,Antibacterials for systemic use 
Gemifloxacin,DB01155,J01,Antibacterials for systemic use 
Exanta,DB04898,B01,Antithrombotic agents 
Tenofovir Alafenamide,DB09299,J05,Antivirals for systemic use 
Dexlansoprazole,DB05351,A02,Drugs for acid related disorders 
Fozitec,DB00492,C09,Agents acting on the renin-angiotensin system 
Armodafinil,DB06413,N06,Psychoanaleptics 
Macimorelin,DB13074,V04,Diagnostic agents 
Fosravuconazole,DB15204,D01,Antifungals for dermatological use 
Plitidepsin,DB04977,L01,Antineoplastic agents
Desfesoterodine,DB15578,G04,Urologicals 
Levamlodipine,DB09237,C08,Calcium channel blockers 
Lenvatinib,DB09078,L01,Antineoplastic agents 
Lobeglitazone,DB09198,A10,Drugs used in diabetes 
Midostaurin,DB06595,L01,Antineoplastic agents 
Moxidectin,DB11431,P02,Anthelmintics 
Sincalide,DB09142,V04,Diagnostic agents 
(18F)fluoroethyltyrosine,DB15405,V09,Diagnostic radiopharmaceuticals 
Brivaracetam,DB05541,N03,Antiepileptics 
Tapentadol,DB06204,N02,Analgesics 
Polmacoxib,DB12399,M01,Antiinflammatory and antirheumatic products 
Quingestanol,DB13685,G03,Sex hormones and modulators of the genital system 
Halometasone,DB13728,D07,"Corticosteroids, dermatological preparations "
Cannabinoids,DB14011,N02,Analgesics
Avatrombopag,DB11995,B02,Antihemorrhagics 
Monoxerutin,DB13764,C05,Vasoprotectives 
Ceftaroline Fosamil,DB06590,J01,Antibacterials for systemic use
Lomitapide,DB08827,C10,Lipid modifying agents 
Pentagastrin,DB00183,V04,Diagnostic agents 
Cangrelor,DB06441,B01,Antithrombotic agents 
Cabazitaxel,DB06772,L01,Antineoplastic agents 
Fluticasone Furoate,DB08906,R01,Nasal preparations 
Fluticasone Furoate,DB08906,R03,Drugs for obstructive airway diseases 
Fabomotizole,DB13623,N05,Psycholeptics 
Ripasudil,DB13165,S01,Ophthalmologicals 
Ozenoxacin,DB12924,D06,Antibiotics and chemotherapeutics for dermatological use 
Loteprednol,DB00873,S01,Ophthalmologicals 
Mirabegron,DB08893,G04,Urologicals 
Remimazolam,DB12404,N05,Psycholeptics 
Tafluprost,DB08819,S01,Ophthalmologicals 
Avanafil,DB06237,G04,Urologicals 
Fimasartan,DB09279,C09,Agents acting on the renin-angiotensin system 
Cefditoren,DB01066,J01,Antibacterials for systemic use 
Ticagrelor,DB08816,B01,Antithrombotic agents 
Rivaroxaban,DB06228,B01,Antithrombotic agents 
Eslicarbazepine,DB14575,N03,Antiepileptics 
Treosulfan,DB11678,L01,Antineoplastic agents 
Naproxcinod,DB06682,M01,Antiinflammatory and antirheumatic products 
Dapagliflozin,DB06292,A10,Drugs used in diabetes 
Dexrabeprazole,DB13762,A02,Drugs for acid related disorders 
Tivozanib,DB11800,L01,Antineoplastic agents 
Selexipag,DB11362,B01,Antithrombotic agents 
Neratinib,DB11828,L01,Antineoplastic agents 
Thiocolchicoside,DB11582,M03,Muscle relaxants 
Casopitant,DB06634,A04,Antiemetics and antinauseants 
Perampanel,DB08883,N03,Antiepileptics 
Tofacitinib,DB08895,L04,Immunosuppressants 
Vernakalant,DB06217,C01,Cardiac therapy 
Rucaparib,DB12332,L01,Antineoplastic agents 
Cediranib,DB04849,L01,Antineoplastic agents 
Elobixibat,DB12486,A06,Drugs for constipation 
Pasireotide,DB06663,H01,Pituitary and hypothalamic hormones and analogues 
Ingavirin,DB11944,J05,Antivirals for systemic use 
Medrogestone,DB09124,G03,Sex hormones and modulators of the genital system 
Vosaroxin,DB11999,L01,Antineoplastic agents
Vortioxetine,DB09068,N06,Psychoanaleptics 
Enprostil,DB13824,A02,Drugs for acid related disorders 
Aluminum Oxide,DB11342,D10,Anti-acne preparations 
Fidaxomicin,DB08874,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Pimavanserin,DB05316,N05,Psycholeptics 
Masitinib,DB11526,L01,Antineoplastic agents 
Vorapaxar,DB09030,B01,Antithrombotic agents 
Candeptin,DB01152,G01,Gynecological antiinfectives and antiseptics 
Linagliptin,DB08882,A10,Drugs used in diabetes 
Pazopanib,DB06589,L01,Antineoplastic agents 
Selumetinib,DB11689,L01,Antineoplastic agents 
Solriamfetol,DB14754,N06,Psychoanaleptics 
Besifloxacin,DB06771,S01,Ophthalmologicals 
Apixaban,DB06605,B01,Antithrombotic agents 
Afatinib,DB08916,L01,Antineoplastic agents 
Tasimelteon,DB09071,N05,Psycholeptics 
Penamecillin,DB13739,J01,Antibacterials for systemic use 
Etanautine,DB13636,N04,Anti-parkinson drugs 
Betrixaban,DB12364,B01,Antithrombotic agents 
Edoxaban,DB09075,B01,Antithrombotic agents 
Binimetinib,DB11967,L01,Antineoplastic agents 
Rolapitant,DB09291,A04,Antiemetics and antinauseants 
Boceprevir,DB08873,J05,Antivirals for systemic use 
Fentonium,DB08978,A03,Drugs for functional gastrointestinal disorders 
Relugolix,DB11853,L02,Endocrine therapy 
Angiotensin Amide,DB13517,C01,Cardiac therapy 
Quinbolone,DB13484,A14,Anabolic agents for systemic use 
Ciclonicate,DB13709,C04,Peripheral vasodilators 
Aurotioprol,DB13763,M01,Antiinflammatory and antirheumatic products 
Ipragliflozin,DB11698,A10,Drugs used in diabetes 
Ferrous succinate,DB14489,B03,Antianemic preparations 
Bempedoic Acid,DB11936,C10,Lipid modifying agents 
Glycerol Phenylbutyrate,DB08909,A16,Other alimentary tract and metabolism products 
Vinflunine,DB11641,L01,Antineoplastic agents 
Dimethyl carbate,DB13204,P03,"Ectoparasiticides, incl. scabicides, insecticides and repellents "
Cariprazine,DB06016,N05,Psycholeptics 
Latanoprostene Bunod,DB11660,S01,Ophthalmologicals 
Regorafenib,DB08896,L01,Antineoplastic agents 
Tedizolid,DB14569,J01,Antibacterials for systemic use
"(1S,3S,5S)-2-[(2S)-2-amino-2-[(1r,3R,5R,7S)-3-hydroxyadamantan-1-yl]acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile",DB07465,A10,Drugs used in diabetes 
Saxagliptin,DB06335,A10,Drugs used in diabetes 
Eluxadoline,DB09272,A07,"Antidiarrheals, intestinal antiinflammatory/antiinfective agents "
Elagolix,DB11979,H01,Pituitary and hypothalamic hormones and analogues 
Roxadustat,DB04847,B03,Antianemic preparations
Pirarubicin,DB11616,L01,Antineoplastic agents 
Riociguat,DB08931,C02,Antihypertensives 
Fostemsavir,DB11796,J05,Antivirals for systemic use 
Eribulin,DB08871,L01,Antineoplastic agents
Ponesimod,DB12016,L04,Immunosuppressants 
Amenamevir,DB11701,J05,Antivirals for systemic use 
Technetium Tc 99m Disofenin,DB09164,V09,Diagnostic radiopharmaceuticals 
Technetium Tc 99m mebrofenin,DB09137,V09,Diagnostic radiopharmaceuticals 
Alogliptin,DB06203,A10,Drugs used in diabetes 
Tavaborole,DB09041,D01,Antifungals for dermatological use 
Florbetaben F-18,DB09148,V09,Diagnostic radiopharmaceuticals 
Olodaterol,DB09080,R03,Drugs for obstructive airway diseases 
Thebacon,DB13458,R05,Cough and cold preparations 
Dacomitinib,DB11963,L01,Antineoplastic agents 
Trifarotene,DB12808,D10,Anti-acne preparations 
Ridaforolimus,DB06233,L01,Antineoplastic agents 
Carfilzomib,DB08889,L01,Antineoplastic agents 
Apremilast,DB05676,L04,Immunosuppressants 
Magnesium levulinate,DB14514,A12,Mineral supplements 
Lisdexamfetamine,DB01255,N06,Psychoanaleptics 
Lasmiditan,DB11732,N02,Analgesics 
Idelalisib,DB09054,L01,Antineoplastic agents 
Crizotinib,DB08865,L01,Antineoplastic agents 
Lorcaserin,DB04871,A08,"Antiobesity preparations, excl. diet products "
Fostamatinib,DB12010,B02,Antihemorrhagics 
Trametinib,DB08911,L01,Antineoplastic agents 
Clascoterone,DB12499,D10,Anti-acne preparations 
Revefenacin,DB11855,R03,Drugs for obstructive airway diseases 
alpha-Acetyldigoxin,DB13691,C01,Cardiac therapy 
Fluprednidene,DB08970,D07,"Corticosteroids, dermatological preparations "
Fluprednidene,DB08970,D07,"Corticosteroids, dermatological preparations "
Empagliflozin,DB09038,A10,Drugs used in diabetes 
Teneligliptin,DB11950,A10,Drugs used in diabetes 
Gemigliptin,DB12412,A10,Drugs used in diabetes 
Moxestrol,DB13418,G03,Sex hormones and modulators of the genital system 
Diflucortolone,DB09095,D07,"Corticosteroids, dermatological preparations "
Diflucortolone,DB09095,D07,"Corticosteroids, dermatological preparations "
Veliparib,DB07232,L01,Antineoplastic agents 
Cenobamate,DB06119,N03,Antiepileptics 
Lifitegrast,DB11611,S01,Ophthalmologicals
Brexpiprazole,DB09128,N05,Psycholeptics 
Luseogliflozin,DB12214,A10,Drugs used in diabetes 
Setmelanotide,DB11700,A08,"Antiobesity preparations, excl. diet products "
Nemonoxacin,DB06600,J01,Antibacterials for systemic use 
Peruvoside,DB13756,C01,Cardiac therapy 
Glibornuride,DB08962,A10,Drugs used in diabetes 
Ferrous aspartate,DB13220,B03,Antianemic preparations 
Ulipristal,DB08867,G03,Sex hormones and modulators of the genital system 
Ulipristal,DB08867,G03,Sex hormones and modulators of the genital system 
Ornipressin,DB13464,H01,Pituitary and hypothalamic hormones and analogues 
Azidocillin,DB08795,J01,Antibacterials for systemic use 
Flutemetamol F-18,DB09151,V09,Diagnostic radiopharmaceuticals 
Enzalutamide,DB08899,L02,Endocrine therapy 
Vonoprazan,DB11739,A02,Drugs for acid related disorders 
Macitentan,DB08932,C02,Antihypertensives 
Asunaprevir,DB11586,J05,Antivirals for systemic use 
Tecovirimat,DB12020,J05,Antivirals for systemic use 
Ceruletide,DB00403,V04,Diagnostic agents 
Bivalirudin,DB00006,B01,Antithrombotic agents 
Somatostatin,DB09099,H01,Pituitary and hypothalamic hormones and analogues 
Ganirelix,DB06785,H01,Pituitary and hypothalamic hormones and analogues 
Abarelix,DB00106,L02,Endocrine therapy 
Degarelix,DB06699,L02,Endocrine therapy 
Oritavancin,DB04911,J01,Antibacterials for systemic use 
Linaclotide,DB08890,A06,Drugs for constipation 
Afamelanotide,DB04931,D02,Emollients and protectives 
Methylmethionine sulfonium chloride,DB13250,A02,Drugs for acid related disorders 
Cobimetinib,DB05239,L01,Antineoplastic agents 
Carbetocin,DB01282,H01,Pituitary and hypothalamic hormones and analogues 
Thimerosal,DB11590,D08,Antiseptics and disinfectants 
Fedratinib,DB12500,L01,Antineoplastic agents 
Potassium gluconate,DB13620,A12,Mineral supplements 
Magnesium pidolate,DB13301,A12,Mineral supplements 
Alcaftadine,DB06766,S01,Ophthalmologicals 
Bietaserpine,DB13575,C02,Antihypertensives 
Prednylidene,DB13208,H02,Corticosteroids for systemic use 
Sulbenicillin,DB13693,J01,Antibacterials for systemic use 
Ethybenztropine,DB13468,N04,Anti-parkinson drugs 
Gitoformate,DB13537,C01,Cardiac therapy 
Flumedroxone,DB13610,N02,Analgesics 
Mannosulfan,DB13334,L01,Antineoplastic agents 
Alcuronium,DB13648,M03,Muscle relaxants 
Lumateperone,DB06077,N05,Psycholeptics 
Aluminium acetoacetate,DB13280,A02,Drugs for acid related disorders 
Daptomycin,DB00080,J01,Antibacterials for systemic use
Icotinib,DB11737,L01,Antineoplastic agents 
Technetium (99mTc) sestamibi,DB09161,V09,Diagnostic radiopharmaceuticals 
Fluocortin,DB13223,D07,"Corticosteroids, dermatological preparations "
Ferrous Gluconate,DB14488,B03,Antianemic preparations 
Vadadustat,DB12255,B03,Antianemic preparations
Tirbanibulin,DB06137,D06,Antibiotics and chemotherapeutics for dermatological use 
Eliglustat,DB09039,A16,Other alimentary tract and metabolism products 
Iodohippurate Sodium I-131,DB09382,V09,Diagnostic radiopharmaceuticals 
Sodium Oxybate,DB09072,N01,Anesthetics 
Sodium Chlorite,DB13210,D03,Preparations for treatment of wounds and ulcers 
Potassium lactate,DB09483,B05,Blood substitutes and perfusion solutions 
"(1R,2R,4S)-4-[(2R)-2-[(1R,9S,12S,15R,18R,19R,21R,23S,30S,32S,35R)-1,18-dihydroxy-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-2,3,10,14,20-pentaoxo-11,36-dioxa-4-azatricyclo[30.3.1.0^{4,9}]hexatriaconta-16,24,26,28-tetraen-12-yl]propyl]-2-methoxycyclohexyl 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoate",DB06287,L01,Antineoplastic agents 
Olaparib,DB09074,L01,Antineoplastic agents 
Gefapixant,DB15097,R05,Cough and cold preparations 
Sonidegib,DB09143,L01,Antineoplastic agents 
Vismodegib,DB08828,L01,Antineoplastic agents 
Difelikefalin,DB11938,V03,All other therapeutic products 
Canagliflozin,DB08907,A10,Drugs used in diabetes 
Imeglimin,DB12509,A10,Drugs used in diabetes 
Ibrutinib,DB09053,L01,Antineoplastic agents 
Florbetapir F-18,DB09149,V09,Diagnostic radiopharmaceuticals 
Ponatinib,DB08901,L01,Antineoplastic agents 
Sotagliflozin,DB12713,A10,Drugs used in diabetes 
Omniscan,DB00225,V08,Contrast media 
Apalutamide,DB11901,L02,Endocrine therapy 
Quizartinib,DB12874,L01,Antineoplastic agents 
Rociverine,DB13581,A03,Drugs for functional gastrointestinal disorders 
Niraparib,DB11793,L01,Antineoplastic agents 
